EncuestaID,FechaEncuesta,FrecuenciaConsumoSnacks,LugarCompraSnacks,ConQuienVePartidos,GastoSnacksPartido,GastoPromedio
914,31 Marzo 2026,1 A 2 Veces Por Semana,No Indicado,Amigos,Q51 - Q100,75.5
915,26 Febrero 2026,Rara Vez,Supermercado,Compañeros De Trabajo,Q101 - Q150,125.5
916,03 Mayo 2026,Varias Veces Al Mes,Tienda De Barrio,Compañeros De Trabajo,Q25 - Q50,37.5
917,05 Mayo 2026,3 A 5 Veces Por Semana,Supermercado,Amigos,Q51 - Q100,75.5
918,19 Enero 2026,1 A 2 Veces Por Semana,Aplicación De Delivery,Amigos,Q25 - Q50,37.5
919,05 Marzo 2026,Todos Los Días,Tienda De Barrio,Amigos,Q25 - Q50,37.5
920,25 Enero 2026,3 A 5 Veces Por Semana,Gasolinera,Compañeros De Trabajo,Q51 - Q100,75.5
921,02 Marzo 2026,1 A 2 Veces Por Semana,Supermercado,Solo,Menos De Q25,12.5
922,03 Mayo 2026,3 A 5 Veces Por Semana,Supermercado,Amigos,Q51 - Q100,75.5
923,28 Marzo 2026,3 A 5 Veces Por Semana,Supermercado,Familia,Q51 - Q100,75.5
924,01 Febrero 2026,Todos Los Días,Tienda De Barrio,Amigos,Q25 - Q50,37.5
925,20 Enero 2026,Varias Veces Al Mes,Aplicación De Delivery,Familia,Q51 - Q100,75.5
926,26 Marzo 2026,Varias Veces Al Mes,Supermercado,Familia,Q25 - Q50,37.5
927,24 Marzo 2026,Todos Los Días,Supermercado,Amigos,Q25 - Q50,37.5
928,23 Abril 2026,Todos Los Días,Supermercado,Amigos,Menos De Q25,12.5
929,16 Febrero 2026,Varias Veces Al Mes,Otro,Otro,Q51 - Q100,75.5
930,16 Febrero 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Familia,Q25 - Q50,37.5
931,16 Febrero 2026,Todos Los Días,Gasolinera,Familia,Q25 - Q50,37.5
932,07 Mayo 2026,1 A 2 Veces Por Semana,Gasolinera,Amigos,Q51 - Q100,75.5
933,11 Enero 2026,Varias Veces Al Mes,Gasolinera,Compañeros De Trabajo,Q51 - Q100,75.5
934,02 Abril 2026,1 A 2 Veces Por Semana,Kiosco Escolar/Universitario,Familia,Q25 - Q50,37.5
935,30 Marzo 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Familia,Q101 - Q150,125.5
936,22 Febrero 2026,1 A 2 Veces Por Semana,Supermercado,Amigos,Q101 - Q150,125.5
937,03 Mayo 2026,Varias Veces Al Mes,Tienda De Barrio,Amigos,Q51 - Q100,75.5
617,06 Mayo 2026,1 A 2 Veces Por Semana,No Indicado,Familia,Q51 - Q100,75.5
939,31 Enero 2026,3 A 5 Veces Por Semana,Supermercado,Amigos,Más De Q150,175.0
940,12 Marzo 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Amigos,Q51 - Q100,75.5
941,03 Abril 2026,Rara Vez,Tienda De Barrio,Amigos,Q51 - Q100,75.5
942,09 Febrero 2026,Rara Vez,Tienda De Barrio,Familia,Q51 - Q100,75.5
943,21 Febrero 2026,Rara Vez,Tienda De Barrio,Familia,Q25 - Q50,37.5
944,05 Abril 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Compañeros De Trabajo,Q25 - Q50,37.5
945,24 Abril 2026,Rara Vez,Kiosco Escolar/Universitario,Familia,Q25 - Q50,37.5
946,29 Marzo 2026,Todos Los Días,Tienda De Barrio,Solo,Q51 - Q100,75.5
947,27 Enero 2026,1 A 2 Veces Por Semana,Kiosco Escolar/Universitario,Familia,Q25 - Q50,37.5
948,23 Marzo 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Amigos,Q25 - Q50,37.5
949,12 Marzo 2026,3 A 5 Veces Por Semana,Supermercado,Amigos,Q25 - Q50,37.5
950,22 Abril 2026,1 A 2 Veces Por Semana,Supermercado,Compañeros De Trabajo,Q51 - Q100,75.5
951,25 Enero 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Familia,Q25 - Q50,37.5
952,20 Enero 2026,3 A 5 Veces Por Semana,Kiosco Escolar/Universitario,Familia,Q51 - Q100,75.5
953,14 Febrero 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Compañeros De Trabajo,Menos De Q25,12.5
954,01 Marzo 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Amigos,Más De Q150,175.0
955,05 Marzo 2026,3 A 5 Veces Por Semana,Aplicación De Delivery,Amigos,Q25 - Q50,37.5
956,06 Marzo 2026,3 A 5 Veces Por Semana,Kiosco Escolar/Universitario,Compañeros De Trabajo,Q101 - Q150,125.5
957,22 Abril 2026,3 A 5 Veces Por Semana,Supermercado,Amigos,Q25 - Q50,37.5
958,04 Febrero 2026,Rara Vez,Supermercado,Solo,Menos De Q25,12.5
959,03 Mayo 2026,1 A 2 Veces Por Semana,Supermercado,Familia,Q25 - Q50,37.5
960,29 Enero 2026,3 A 5 Veces Por Semana,No Indicado,Familia,Q51 - Q100,75.5
961,11 Marzo 2026,Todos Los Días,Otro,Otro,Q51 - Q100,75.5
962,04 Marzo 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Familia,Q25 - Q50,37.5
963,14 Marzo 2026,Varias Veces Al Mes,Otro,Familia,Q25 - Q50,37.5
964,28 Enero 2026,Todos Los Días,Supermercado,Familia,Menos De Q25,12.5
965,10 Febrero 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Amigos,Q25 - Q50,37.5
966,06 Marzo 2026,1 A 2 Veces Por Semana,Gasolinera,Amigos,Q51 - Q100,75.5
967,22 Febrero 2026,3 A 5 Veces Por Semana,Supermercado,Familia,Menos De Q25,12.5
968,09 Abril 2026,3 A 5 Veces Por Semana,Supermercado,Solo,Q25 - Q50,37.5
969,18 Marzo 2026,Varias Veces Al Mes,Supermercado,Solo,Q101 - Q150,125.5
970,18 Abril 2026,Todos Los Días,Tienda De Barrio,Amigos,Más De Q150,175.0
971,05 Mayo 2026,1 A 2 Veces Por Semana,Kiosco Escolar/Universitario,Amigos,Q25 - Q50,37.5
972,27 Febrero 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Solo,Menos De Q25,12.5
973,18 Abril 2026,3 A 5 Veces Por Semana,Supermercado,Amigos,Q101 - Q150,125.5
974,12 Enero 2026,Varias Veces Al Mes,Tienda De Barrio,Solo,Menos De Q25,12.5
975,21 Marzo 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Solo,Q25 - Q50,37.5
976,25 Enero 2026,1 A 2 Veces Por Semana,Supermercado,Familia,Q25 - Q50,37.5
977,09 Mayo 2026,Varias Veces Al Mes,Tienda De Barrio,Amigos,Q25 - Q50,37.5
978,18 Abril 2026,Rara Vez,Supermercado,Familia,Menos De Q25,12.5
979,26 Marzo 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Amigos,Q101 - Q150,125.5
980,20 Abril 2026,1 A 2 Veces Por Semana,Supermercado,Compañeros De Trabajo,Q51 - Q100,75.5
981,17 Abril 2026,Varias Veces Al Mes,Gasolinera,Otro,Q51 - Q100,75.5
982,31 Enero 2026,1 A 2 Veces Por Semana,Aplicación De Delivery,Amigos,Q25 - Q50,37.5
983,01 Abril 2026,Varias Veces Al Mes,Supermercado,Amigos,Q51 - Q100,75.5
984,23 Marzo 2026,1 A 2 Veces Por Semana,Supermercado,Familia,Q51 - Q100,75.5
985,08 Febrero 2026,3 A 5 Veces Por Semana,Supermercado,Solo,Q51 - Q100,75.5
986,05 Mayo 2026,1 A 2 Veces Por Semana,Supermercado,Amigos,Q25 - Q50,37.5
987,11 Febrero 2026,1 A 2 Veces Por Semana,Aplicación De Delivery,Familia,Menos De Q25,12.5
988,17 Febrero 2026,1 A 2 Veces Por Semana,Supermercado,Amigos,Menos De Q25,12.5
989,12 Febrero 2026,1 A 2 Veces Por Semana,Aplicación De Delivery,Familia,Más De Q150,175.0
990,15 Febrero 2026,Varias Veces Al Mes,Supermercado,Familia,Q51 - Q100,75.5
991,28 Marzo 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Compañeros De Trabajo,Q25 - Q50,37.5
992,06 Febrero 2026,Varias Veces Al Mes,Supermercado,Familia,Q51 - Q100,75.5
993,28 Febrero 2026,3 A 5 Veces Por Semana,Supermercado,Amigos,Menos De Q25,12.5
994,04 Abril 2026,Todos Los Días,Tienda De Barrio,Amigos,Q51 - Q100,75.5
995,22 Febrero 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Familia,Q25 - Q50,37.5
996,22 Marzo 2026,Todos Los Días,Supermercado,Compañeros De Trabajo,Más De Q150,175.0
997,17 Enero 2026,3 A 5 Veces Por Semana,Supermercado,Otro,Q51 - Q100,75.5
998,27 Febrero 2026,Todos Los Días,Kiosco Escolar/Universitario,Solo,Q25 - Q50,37.5
999,17 Febrero 2026,Varias Veces Al Mes,Aplicación De Delivery,Amigos,Q101 - Q150,125.5
1000,12 Febrero 2026,Varias Veces Al Mes,Tienda De Barrio,Familia,Menos De Q25,12.5
1001,07 Mayo 2026,3 A 5 Veces Por Semana,Kiosco Escolar/Universitario,Solo,Q25 - Q50,37.5
1002,16 Enero 2026,3 A 5 Veces Por Semana,Supermercado,Familia,Q25 - Q50,37.5
1003,10 Mayo 2026,3 A 5 Veces Por Semana,Aplicación De Delivery,Familia,Q25 - Q50,37.5
1004,08 Abril 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Familia,Q101 - Q150,125.5
1005,18 Abril 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Amigos,Q101 - Q150,125.5
1006,18 Abril 2026,Varias Veces Al Mes,Gasolinera,Solo,Q51 - Q100,75.5
1007,26 Febrero 2026,Varias Veces Al Mes,Gasolinera,Familia,Q25 - Q50,37.5
1008,23 Marzo 2026,Varias Veces Al Mes,Tienda De Barrio,Amigos,Menos De Q25,12.5
1009,12 Abril 2026,Varias Veces Al Mes,Tienda De Barrio,Amigos,Más De Q150,175.0
1010,28 Febrero 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Otro,Q25 - Q50,37.5
1011,06 Abril 2026,Varias Veces Al Mes,Otro,Familia,Q25 - Q50,37.5
1012,14 Febrero 2026,3 A 5 Veces Por Semana,Aplicación De Delivery,Familia,Q25 - Q50,37.5
1013,27 Enero 2026,Varias Veces Al Mes,Tienda De Barrio,Familia,Menos De Q25,12.5
1014,29 Marzo 2026,Todos Los Días,Tienda De Barrio,Familia,Más De Q150,175.0
1015,21 Enero 2026,3 A 5 Veces Por Semana,Kiosco Escolar/Universitario,Solo,Q51 - Q100,75.5
1016,23 Marzo 2026,1 A 2 Veces Por Semana,Supermercado,Otro,Q51 - Q100,75.5
1017,31 Enero 2026,Varias Veces Al Mes,Tienda De Barrio,Familia,Menos De Q25,12.5
1018,20 Febrero 2026,Todos Los Días,Aplicación De Delivery,Amigos,Q25 - Q50,37.5
1019,18 Enero 2026,Todos Los Días,Kiosco Escolar/Universitario,Familia,Q25 - Q50,37.5
1020,08 Febrero 2026,Todos Los Días,Supermercado,Amigos,Q101 - Q150,125.5
1021,16 Febrero 2026,Rara Vez,Kiosco Escolar/Universitario,Familia,Q101 - Q150,125.5
1022,04 Marzo 2026,Rara Vez,Supermercado,Amigos,Menos De Q25,12.5
1023,02 Febrero 2026,1 A 2 Veces Por Semana,Aplicación De Delivery,Amigos,Q25 - Q50,37.5
1024,23 Marzo 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Compañeros De Trabajo,Q51 - Q100,75.5
1025,17 Abril 2026,1 A 2 Veces Por Semana,Supermercado,Familia,Menos De Q25,12.5
1026,12 Enero 2026,Todos Los Días,Otro,Familia,Q25 - Q50,37.5
1027,14 Enero 2026,3 A 5 Veces Por Semana,Supermercado,Amigos,Q25 - Q50,37.5
1028,04 Mayo 2026,Todos Los Días,Tienda De Barrio,Amigos,Q25 - Q50,37.5
1029,01 Abril 2026,3 A 5 Veces Por Semana,Supermercado,Amigos,Q25 - Q50,37.5
1030,09 Marzo 2026,Todos Los Días,Supermercado,Compañeros De Trabajo,Menos De Q25,12.5
1031,03 Mayo 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Amigos,Q51 - Q100,75.5
1032,17 Marzo 2026,1 A 2 Veces Por Semana,Supermercado,Amigos,Q51 - Q100,75.5
1033,24 Abril 2026,1 A 2 Veces Por Semana,Aplicación De Delivery,Solo,Menos De Q25,12.5
1034,05 Marzo 2026,Todos Los Días,Tienda De Barrio,Familia,Menos De Q25,12.5
1035,24 Enero 2026,3 A 5 Veces Por Semana,Supermercado,Amigos,Menos De Q25,12.5
1036,13 Febrero 2026,1 A 2 Veces Por Semana,Kiosco Escolar/Universitario,Solo,Menos De Q25,12.5
1037,26 Marzo 2026,3 A 5 Veces Por Semana,Kiosco Escolar/Universitario,Familia,Q51 - Q100,75.5
1038,25 Enero 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Familia,Q51 - Q100,75.5
1039,30 Enero 2026,Varias Veces Al Mes,Gasolinera,Compañeros De Trabajo,Q51 - Q100,75.5
1040,11 Enero 2026,Varias Veces Al Mes,Tienda De Barrio,Amigos,Q25 - Q50,37.5
1041,05 Mayo 2026,Rara Vez,Tienda De Barrio,Solo,Q101 - Q150,125.5
1042,31 Enero 2026,1 A 2 Veces Por Semana,Gasolinera,Familia,Q25 - Q50,37.5
1043,23 Febrero 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Familia,Q51 - Q100,75.5
1044,01 Febrero 2026,3 A 5 Veces Por Semana,Supermercado,Familia,Q51 - Q100,75.5
1045,05 Abril 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Amigos,Q51 - Q100,75.5
1046,28 Enero 2026,Todos Los Días,Tienda De Barrio,Familia,Q25 - Q50,37.5
1047,11 Febrero 2026,3 A 5 Veces Por Semana,Gasolinera,Amigos,Menos De Q25,12.5
1048,08 Abril 2026,1 A 2 Veces Por Semana,Supermercado,Amigos,Q51 - Q100,75.5
1049,06 Febrero 2026,3 A 5 Veces Por Semana,Supermercado,Familia,Q25 - Q50,37.5
1050,09 Mayo 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Amigos,Q25 - Q50,37.5
1051,08 Febrero 2026,1 A 2 Veces Por Semana,Gasolinera,Amigos,Q101 - Q150,125.5
1052,30 Abril 2026,Todos Los Días,Aplicación De Delivery,Familia,Q51 - Q100,75.5
1053,03 Abril 2026,Varias Veces Al Mes,Supermercado,Compañeros De Trabajo,Más De Q150,175.0
1054,09 Abril 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Solo,Menos De Q25,12.5
1055,02 Abril 2026,Varias Veces Al Mes,Tienda De Barrio,Amigos,Menos De Q25,12.5
1056,11 Marzo 2026,1 A 2 Veces Por Semana,Gasolinera,Familia,Q25 - Q50,37.5
1057,01 Marzo 2026,Todos Los Días,Supermercado,Familia,Q51 - Q100,75.5
1058,16 Marzo 2026,Varias Veces Al Mes,Tienda De Barrio,Solo,Q51 - Q100,75.5
1059,19 Marzo 2026,Varias Veces Al Mes,Aplicación De Delivery,Familia,Q101 - Q150,125.5
1060,05 Marzo 2026,1 A 2 Veces Por Semana,Supermercado,Compañeros De Trabajo,Q25 - Q50,37.5
1061,18 Abril 2026,Todos Los Días,Tienda De Barrio,Compañeros De Trabajo,Q25 - Q50,37.5
1062,30 Abril 2026,3 A 5 Veces Por Semana,Aplicación De Delivery,Familia,Q51 - Q100,75.5
1063,22 Marzo 2026,Varias Veces Al Mes,Tienda De Barrio,Familia,Q25 - Q50,37.5
1064,14 Marzo 2026,Varias Veces Al Mes,Aplicación De Delivery,Amigos,Q25 - Q50,37.5
1065,22 Febrero 2026,3 A 5 Veces Por Semana,Aplicación De Delivery,Familia,Q25 - Q50,37.5
1066,22 Enero 2026,1 A 2 Veces Por Semana,Aplicación De Delivery,Compañeros De Trabajo,Q51 - Q100,75.5
1067,05 Abril 2026,1 A 2 Veces Por Semana,Gasolinera,Familia,Q51 - Q100,75.5
1068,04 Marzo 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Amigos,Q25 - Q50,37.5
1069,15 Febrero 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Amigos,Q25 - Q50,37.5
1070,27 Marzo 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Familia,Menos De Q25,12.5
1071,22 Enero 2026,Varias Veces Al Mes,Supermercado,Compañeros De Trabajo,Más De Q150,175.0
1072,10 Marzo 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Amigos,Q25 - Q50,37.5
1073,24 Marzo 2026,Varias Veces Al Mes,Tienda De Barrio,Solo,Q51 - Q100,75.5
1074,23 Enero 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Familia,Menos De Q25,12.5
1075,15 Marzo 2026,1 A 2 Veces Por Semana,Kiosco Escolar/Universitario,Familia,Menos De Q25,12.5
1076,16 Enero 2026,Varias Veces Al Mes,Gasolinera,Solo,Q25 - Q50,37.5
1077,21 Marzo 2026,Todos Los Días,Aplicación De Delivery,Familia,Q51 - Q100,75.5
1078,29 Enero 2026,Varias Veces Al Mes,Supermercado,Amigos,Q25 - Q50,37.5
1079,14 Abril 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Amigos,Q51 - Q100,75.5
1080,25 Febrero 2026,Varias Veces Al Mes,Supermercado,Compañeros De Trabajo,Q25 - Q50,37.5
1081,04 Febrero 2026,Varias Veces Al Mes,Supermercado,Solo,Q25 - Q50,37.5
1082,29 Abril 2026,1 A 2 Veces Por Semana,Kiosco Escolar/Universitario,Familia,Q101 - Q150,125.5
1083,05 Marzo 2026,Rara Vez,Supermercado,Familia,Q51 - Q100,75.5
1084,08 Marzo 2026,1 A 2 Veces Por Semana,Supermercado,Familia,Q25 - Q50,37.5
1085,19 Marzo 2026,Varias Veces Al Mes,Tienda De Barrio,Compañeros De Trabajo,Q25 - Q50,37.5
1086,04 Abril 2026,1 A 2 Veces Por Semana,Supermercado,Familia,Menos De Q25,12.5
1087,14 Febrero 2026,3 A 5 Veces Por Semana,Gasolinera,Solo,Menos De Q25,12.5
1088,13 Abril 2026,Varias Veces Al Mes,Aplicación De Delivery,Amigos,Q51 - Q100,75.5
1089,26 Febrero 2026,Varias Veces Al Mes,Tienda De Barrio,Compañeros De Trabajo,Q51 - Q100,75.5
2124,03 Marzo 2026,1 A 2 Veces Por Semana,Kiosco Escolar/Universitario,Familia,Menos De Q25,12.5
1091,01 Marzo 2026,Varias Veces Al Mes,Otro,Amigos,Q51 - Q100,75.5
1092,03 Mayo 2026,1 A 2 Veces Por Semana,Gasolinera,Familia,Menos De Q25,12.5
1093,28 Enero 2026,3 A 5 Veces Por Semana,Aplicación De Delivery,Compañeros De Trabajo,Q25 - Q50,37.5
1094,16 Febrero 2026,1 A 2 Veces Por Semana,Gasolinera,Familia,Más De Q150,175.0
1095,29 Abril 2026,3 A 5 Veces Por Semana,Supermercado,Amigos,Menos De Q25,12.5
1096,12 Marzo 2026,Varias Veces Al Mes,Supermercado,Familia,Q25 - Q50,37.5
1097,17 Abril 2026,3 A 5 Veces Por Semana,Supermercado,Familia,Q51 - Q100,75.5
1098,21 Abril 2026,Todos Los Días,Gasolinera,Familia,Menos De Q25,12.5
1099,05 Mayo 2026,3 A 5 Veces Por Semana,Kiosco Escolar/Universitario,Amigos,Q25 - Q50,37.5
1100,12 Marzo 2026,Varias Veces Al Mes,Tienda De Barrio,Familia,Q25 - Q50,37.5
1101,05 Febrero 2026,1 A 2 Veces Por Semana,Gasolinera,Familia,Más De Q150,175.0
1102,04 Marzo 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Amigos,Menos De Q25,12.5
1103,08 Febrero 2026,Varias Veces Al Mes,Supermercado,Familia,Q51 - Q100,75.5
1104,03 Febrero 2026,1 A 2 Veces Por Semana,Aplicación De Delivery,Compañeros De Trabajo,Q51 - Q100,75.5
1105,28 Enero 2026,1 A 2 Veces Por Semana,Gasolinera,Familia,Q25 - Q50,37.5
1106,16 Abril 2026,Todos Los Días,Supermercado,Amigos,Q25 - Q50,37.5
1107,10 Enero 2026,Varias Veces Al Mes,Tienda De Barrio,Familia,Q101 - Q150,125.5
2199,18 Abril 2026,3 A 5 Veces Por Semana,Gasolinera,Amigos,Q25 - Q50,37.5
1109,08 Abril 2026,Todos Los Días,Tienda De Barrio,Familia,Q25 - Q50,37.5
1110,18 Febrero 2026,Todos Los Días,Tienda De Barrio,Compañeros De Trabajo,Q101 - Q150,125.5
1111,10 Febrero 2026,Varias Veces Al Mes,Tienda De Barrio,Familia,Q25 - Q50,37.5
1112,04 Marzo 2026,Todos Los Días,Tienda De Barrio,Familia,Q101 - Q150,125.5
1113,28 Abril 2026,3 A 5 Veces Por Semana,Gasolinera,Familia,Q101 - Q150,125.5
1114,27 Febrero 2026,Varias Veces Al Mes,Aplicación De Delivery,Familia,Q25 - Q50,37.5
1115,11 Febrero 2026,3 A 5 Veces Por Semana,Aplicación De Delivery,Solo,Menos De Q25,12.5
558,06 Marzo 2026,3 A 5 Veces Por Semana,Supermercado,Amigos,Q51 - Q100,75.5
1117,23 Abril 2026,Varias Veces Al Mes,Supermercado,Familia,Menos De Q25,12.5
1118,22 Enero 2026,Todos Los Días,Tienda De Barrio,Familia,Q51 - Q100,75.5
1119,03 Marzo 2026,3 A 5 Veces Por Semana,Supermercado,Amigos,Menos De Q25,12.5
1120,08 Mayo 2026,Todos Los Días,Tienda De Barrio,Otro,Más De Q150,175.0
1121,23 Enero 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Amigos,Menos De Q25,12.5
1122,10 Enero 2026,3 A 5 Veces Por Semana,Supermercado,Amigos,Q101 - Q150,125.5
1123,12 Febrero 2026,Varias Veces Al Mes,Tienda De Barrio,Familia,Q51 - Q100,75.5
1124,22 Abril 2026,3 A 5 Veces Por Semana,Aplicación De Delivery,Compañeros De Trabajo,Más De Q150,175.0
1125,08 Mayo 2026,3 A 5 Veces Por Semana,Kiosco Escolar/Universitario,Amigos,Q25 - Q50,37.5
1126,23 Febrero 2026,3 A 5 Veces Por Semana,Aplicación De Delivery,Familia,Q51 - Q100,75.5
1127,10 Febrero 2026,1 A 2 Veces Por Semana,Supermercado,Familia,Q101 - Q150,125.5
373,04 Abril 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Otro,Menos De Q25,12.5
1129,09 Marzo 2026,Varias Veces Al Mes,Supermercado,Solo,Q25 - Q50,37.5
1130,12 Febrero 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Solo,Q101 - Q150,125.5
1131,22 Febrero 2026,Rara Vez,Otro,Amigos,Q101 - Q150,125.5
1132,18 Abril 2026,Varias Veces Al Mes,Supermercado,Amigos,Q51 - Q100,75.5
1133,02 Abril 2026,1 A 2 Veces Por Semana,Gasolinera,Amigos,Menos De Q25,12.5
1134,10 Enero 2026,3 A 5 Veces Por Semana,Aplicación De Delivery,Solo,Q25 - Q50,37.5
1135,11 Enero 2026,Varias Veces Al Mes,Supermercado,Familia,Q51 - Q100,75.5
1136,06 Abril 2026,Todos Los Días,Tienda De Barrio,Familia,Q51 - Q100,75.5
1137,11 Marzo 2026,3 A 5 Veces Por Semana,Otro,Familia,Menos De Q25,12.5
1138,02 Abril 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Amigos,Q51 - Q100,75.5
1139,29 Enero 2026,Todos Los Días,Kiosco Escolar/Universitario,Compañeros De Trabajo,Q25 - Q50,37.5
1140,04 Marzo 2026,3 A 5 Veces Por Semana,Gasolinera,Familia,Q51 - Q100,75.5
1141,03 Abril 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Amigos,Menos De Q25,12.5
1142,07 Marzo 2026,1 A 2 Veces Por Semana,Kiosco Escolar/Universitario,Amigos,Q51 - Q100,75.5
1143,28 Abril 2026,3 A 5 Veces Por Semana,No Indicado,Familia,Q101 - Q150,125.5
1144,18 Enero 2026,3 A 5 Veces Por Semana,Supermercado,Solo,Q51 - Q100,75.5
1145,11 Marzo 2026,Todos Los Días,Supermercado,Familia,Q25 - Q50,37.5
1146,12 Febrero 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Amigos,Menos De Q25,12.5
1147,26 Marzo 2026,Todos Los Días,Tienda De Barrio,Amigos,Más De Q150,175.0
1148,15 Enero 2026,3 A 5 Veces Por Semana,Supermercado,Amigos,Q51 - Q100,75.5
1149,01 Abril 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Amigos,Q25 - Q50,37.5
1150,28 Abril 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Amigos,Q51 - Q100,75.5
1151,20 Marzo 2026,Varias Veces Al Mes,Supermercado,Amigos,Q51 - Q100,75.5
1152,01 Mayo 2026,1 A 2 Veces Por Semana,Supermercado,Familia,Menos De Q25,12.5
1153,21 Enero 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Amigos,Q25 - Q50,37.5
1154,11 Febrero 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Amigos,Menos De Q25,12.5
1155,12 Febrero 2026,Varias Veces Al Mes,Aplicación De Delivery,Amigos,Q25 - Q50,37.5
1156,07 Abril 2026,Todos Los Días,Gasolinera,Compañeros De Trabajo,Menos De Q25,12.5
1157,21 Marzo 2026,Todos Los Días,Supermercado,Familia,Q51 - Q100,75.5
1158,21 Enero 2026,1 A 2 Veces Por Semana,Supermercado,Solo,Q51 - Q100,75.5
1159,20 Febrero 2026,3 A 5 Veces Por Semana,Gasolinera,Familia,Más De Q150,175.0
1160,12 Enero 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Otro,Q25 - Q50,37.5
1161,01 Marzo 2026,Varias Veces Al Mes,Tienda De Barrio,Amigos,Q51 - Q100,75.5
1162,29 Enero 2026,3 A 5 Veces Por Semana,Supermercado,Otro,Q101 - Q150,125.5
1163,09 Febrero 2026,1 A 2 Veces Por Semana,Gasolinera,Compañeros De Trabajo,Q101 - Q150,125.5
1164,17 Febrero 2026,3 A 5 Veces Por Semana,Supermercado,Amigos,Q101 - Q150,125.5
1165,19 Enero 2026,3 A 5 Veces Por Semana,Supermercado,Amigos,Q51 - Q100,75.5
1166,15 Febrero 2026,3 A 5 Veces Por Semana,Aplicación De Delivery,Familia,Q51 - Q100,75.5
1167,03 Abril 2026,1 A 2 Veces Por Semana,Kiosco Escolar/Universitario,Amigos,Q25 - Q50,37.5
1168,26 Febrero 2026,1 A 2 Veces Por Semana,Kiosco Escolar/Universitario,Familia,Más De Q150,175.0
1169,20 Marzo 2026,Varias Veces Al Mes,Kiosco Escolar/Universitario,Amigos,Q25 - Q50,37.5
1170,23 Enero 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Compañeros De Trabajo,Q51 - Q100,75.5
1171,28 Febrero 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Amigos,Menos De Q25,12.5
1172,16 Febrero 2026,Varias Veces Al Mes,Tienda De Barrio,Familia,Q25 - Q50,37.5
1173,24 Enero 2026,3 A 5 Veces Por Semana,Kiosco Escolar/Universitario,Amigos,Q25 - Q50,37.5
1174,01 Abril 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Solo,Menos De Q25,12.5
1175,04 Mayo 2026,Varias Veces Al Mes,Supermercado,Amigos,Q51 - Q100,75.5
1176,12 Enero 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Familia,Q51 - Q100,75.5
1177,04 Mayo 2026,1 A 2 Veces Por Semana,Supermercado,Amigos,Menos De Q25,12.5
1178,22 Abril 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Compañeros De Trabajo,Q25 - Q50,37.5
1179,14 Enero 2026,Todos Los Días,Gasolinera,Familia,Q51 - Q100,75.5
1180,06 Mayo 2026,Rara Vez,Tienda De Barrio,Familia,Q51 - Q100,75.5
1181,03 Mayo 2026,1 A 2 Veces Por Semana,Supermercado,Amigos,Q51 - Q100,75.5
